channel group,DateHour,Users,Sessions,Engaged Sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count,Hour
Organic Search,2024-04-09 07:00:00,19,25,15,95.56,0.789473684210526,4.44,0.6,111,7
Organic Search,2024-04-11 08:00:00,19,25,14,34.2,0.736842105263158,4.16,0.56,104,8
Organic Search,2024-04-14 03:00:00,19,23,10,19.2608695652174,0.526315789473684,2.91304347826087,0.434782608695652,67,3
Organic Search,2024-04-19 05:00:00,19,22,12,59.7727272727273,0.631578947368421,4.18181818181818,0.545454545454545,92,5
Organic Search,2024-04-23 04:00:00,19,24,12,28.375,0.631578947368421,3.04166666666667,0.5,73,4
Organic Social,2024-04-20 05:00:00,19,24,12,47.375,0.631578947368421,4.08333333333333,0.5,98,5
Organic Social,2024-04-23 05:00:00,19,22,15,56.0454545454546,0.789473684210526,4.5,0.681818181818182,99,5
Referral,2024-04-06 02:00:00,19,24,15,100.5,0.789473684210526,8.54166666666667,0.625,205,2
Referral,2024-04-07 07:00:00,19,22,14,32.5909090909091,0.736842105263158,5.272727272727271,0.636363636363636,116,7
Referral,2024-04-08 02:00:00,19,25,13,68.32,0.68421052631579,4.52,0.52,113,2
Referral,2024-04-11 07:00:00,19,20,18,76.95,0.947368421052632,8.2,0.9,164,7
Referral,2024-04-14 00:00:00,19,26,11,40.6153846153846,0.578947368421053,4.96153846153846,0.423076923076923,129,0
Referral,2024-04-16 03:00:00,19,20,15,56.6,0.789473684210526,5.75,0.75,115,3
Referral,2024-04-24 06:00:00,19,21,16,130.47619047619,0.842105263157895,5.76190476190476,0.761904761904762,121,6
Referral,2024-04-26 03:00:00,19,21,11,47.476190476190496,0.578947368421053,4.0,0.523809523809524,84,3
Referral,2024-05-02 05:00:00,19,25,13,77.28,0.68421052631579,5.76,0.52,144,5
Direct,2024-04-06 05:00:00,18,21,12,42.8095238095238,0.666666666666667,4.38095238095238,0.571428571428571,92,5
Direct,2024-04-06 06:00:00,18,25,8,14.32,0.444444444444444,3.72,0.32,93,6
Direct,2024-04-08 05:00:00,18,23,8,9.04347826086957,0.444444444444444,3.17391304347826,0.347826086956522,73,5
Direct,2024-04-08 07:00:00,18,25,8,20.76,0.444444444444444,3.52,0.32,88,7
Direct,2024-04-20 07:00:00,18,20,9,14.4,0.5,3.75,0.45,75,7
Direct,2024-04-23 04:00:00,18,20,14,157.55,0.777777777777778,6.8,0.7,136,4
Organic Search,2024-04-06 03:00:00,18,23,12,25.1304347826087,0.666666666666667,3.60869565217391,0.521739130434783,83,3
Organic Search,2024-04-08 01:00:00,18,28,11,77.1071428571429,0.611111111111111,5.71428571428571,0.392857142857143,160,1
Organic Search,2024-04-09 01:00:00,18,26,12,46.4230769230769,0.666666666666667,3.76923076923077,0.461538461538462,98,1
Organic Search,2024-04-10 04:00:00,18,21,16,141.142857142857,0.888888888888889,3.76190476190476,0.761904761904762,79,4
Organic Search,2024-04-17 06:00:00,18,23,11,43.8260869565217,0.611111111111111,3.73913043478261,0.478260869565217,86,6
Organic Search,2024-04-22 07:00:00,18,23,9,15.4782608695652,0.5,3.0,0.391304347826087,69,7
Organic Search,2024-04-25 05:00:00,18,25,15,38.8,0.833333333333333,3.56,0.6,89,5
Organic Search,2024-04-27 08:00:00,18,21,10,33.0,0.555555555555556,2.9047619047619,0.476190476190476,61,8
Organic Search,2024-04-28 04:00:00,18,21,12,51.6190476190476,0.666666666666667,4.66666666666667,0.571428571428571,98,4
Organic Search,2024-04-29 07:00:00,18,24,12,25.5416666666667,0.666666666666667,3.33333333333333,0.5,80,7
Organic Search,2024-04-30 06:00:00,18,22,13,35.3636363636364,0.722222222222222,4.227272727272729,0.590909090909091,93,6
Organic Search,2024-05-01 05:00:00,18,19,12,40.0,0.666666666666667,3.36842105263158,0.631578947368421,64,5
Organic Search,2024-05-02 05:00:00,18,19,13,104.368421052632,0.722222222222222,4.789473684210529,0.68421052631579,91,5
Organic Search,2024-05-03 01:00:00,18,23,12,18.0434782608696,0.666666666666667,4.34782608695652,0.521739130434783,100,1
Organic Search,2024-05-03 03:00:00,18,18,12,106.333333333333,0.666666666666667,3.5,0.666666666666667,63,3
Organic Search,2024-05-03 04:00:00,18,18,13,128.055555555556,0.722222222222222,5.22222222222222,0.722222222222222,94,4
Organic Search,2024-05-03 05:00:00,18,19,14,113.052631578947,0.777777777777778,5.05263157894737,0.736842105263158,96,5
Organic Social,2024-04-06 05:00:00,18,24,14,60.375,0.777777777777778,4.33333333333333,0.583333333333333,104,5
Referral,2024-04-08 03:00:00,18,18,10,79.7222222222222,0.555555555555556,5.77777777777778,0.555555555555556,104,3
Referral,2024-04-10 04:00:00,18,20,11,59.6,0.611111111111111,4.35,0.55,87,4
Referral,2024-04-13 02:00:00,18,20,15,25.8,0.833333333333333,4.3,0.75,86,2
Referral,2024-04-13 07:00:00,18,20,14,39.55,0.777777777777778,5.65,0.7,113,7
Referral,2024-04-15 02:00:00,18,24,12,99.0416666666667,0.666666666666667,4.33333333333333,0.5,104,2
Referral,2024-04-16 01:00:00,18,23,14,57.304347826087,0.777777777777778,4.69565217391304,0.608695652173913,108,1
Referral,2024-04-17 02:00:00,18,20,14,79.65,0.777777777777778,4.2,0.7,84,2
Referral,2024-04-18 03:00:00,18,19,14,165.526315789474,0.777777777777778,4.57894736842105,0.736842105263158,87,3
Referral,2024-04-18 04:00:00,18,22,12,178.454545454545,0.666666666666667,5.227272727272729,0.545454545454545,115,4
Referral,2024-04-22 02:00:00,18,27,15,27.5185185185185,0.833333333333333,4.33333333333333,0.555555555555556,117,2
Referral,2024-04-26 06:00:00,18,20,12,9.05,0.666666666666667,3.45,0.6,69,6
Referral,2024-04-26 07:00:00,18,20,14,57.2,0.777777777777778,5.0,0.7,100,7
Referral,2024-04-27 08:00:00,18,25,14,76.68,0.777777777777778,4.64,0.56,116,8
Referral,2024-04-28 02:00:00,18,21,14,144.0,0.777777777777778,4.71428571428571,0.666666666666667,99,2
Referral,2024-04-29 07:00:00,18,22,19,61.5454545454546,1.05555555555556,6.86363636363636,0.863636363636364,151,7
Direct,2024-04-07 02:00:00,17,21,10,16.952380952381,0.588235294117647,4.85714285714286,0.476190476190476,102,2
Direct,2024-04-11 04:00:00,17,20,13,23.25,0.764705882352941,3.75,0.65,75,4
Direct,2024-04-11 07:00:00,17,25,8,45.84,0.470588235294118,4.88,0.32,122,7
Direct,2024-04-19 04:00:00,17,22,8,28.0,0.470588235294118,3.22727272727273,0.363636363636364,71,4
Direct,2024-04-23 05:00:00,17,21,6,24.7619047619048,0.352941176470588,3.85714285714286,0.285714285714286,81,5
Direct,2024-04-28 03:00:00,17,21,10,23.5238095238095,0.588235294117647,4.14285714285714,0.476190476190476,87,3
Direct,2024-04-29 02:00:00,17,30,8,25.6,0.470588235294118,3.53333333333333,0.266666666666667,106,2
Direct,2024-05-02 04:00:00,17,21,12,49.66666666666671,0.705882352941177,5.19047619047619,0.571428571428571,109,4
Organic Search,2024-04-07 04:00:00,17,18,9,23.4444444444444,0.529411764705882,3.88888888888889,0.5,70,4
Organic Search,2024-04-07 05:00:00,17,18,7,38.83333333333329,0.411764705882353,3.88888888888889,0.388888888888889,70,5
Organic Search,2024-04-12 06:00:00,17,22,10,41.7727272727273,0.588235294117647,4.36363636363636,0.454545454545455,96,6
Organic Search,2024-04-13 02:00:00,17,21,10,19.3809523809524,0.588235294117647,3.47619047619048,0.476190476190476,73,2
Organic Search,2024-04-13 05:00:00,17,19,13,49.3157894736842,0.764705882352941,4.63157894736842,0.68421052631579,88,5
Organic Search,2024-04-16 04:00:00,17,20,10,26.7,0.588235294117647,3.65,0.5,73,4
Organic Search,2024-04-17 23:00:00,17,20,15,86.7,0.882352941176471,4.85,0.75,97,23
Organic Search,2024-04-21 06:00:00,17,19,9,90.1578947368421,0.529411764705882,6.42105263157895,0.473684210526316,122,6
Organic Search,2024-04-23 01:00:00,17,25,11,13.08,0.647058823529412,3.16,0.44,79,1
Organic Search,2024-04-27 02:00:00,17,19,14,154.684210526316,0.823529411764706,5.26315789473684,0.736842105263158,100,2
Organic Search,2024-04-27 07:00:00,17,17,11,36.529411764705905,0.647058823529412,4.52941176470588,0.647058823529412,77,7
Organic Search,2024-05-01 04:00:00,17,20,13,31.7,0.764705882352941,3.5,0.65,70,4
Referral,2024-04-10 06:00:00,17,22,12,44.5909090909091,0.705882352941177,3.36363636363636,0.545454545454545,74,6
Referral,2024-04-13 04:00:00,17,17,14,131.235294117647,0.823529411764706,6.47058823529412,0.823529411764706,110,4
Referral,2024-04-13 06:00:00,17,18,11,76.7222222222222,0.647058823529412,4.5,0.611111111111111,81,6
Referral,2024-04-20 07:00:00,17,19,12,31.7894736842105,0.705882352941177,4.15789473684211,0.631578947368421,79,7
Referral,2024-04-21 07:00:00,17,20,14,61.75,0.823529411764706,8.95,0.7,179,7
Referral,2024-04-27 03:00:00,17,18,14,80.6666666666667,0.823529411764706,7.16666666666667,0.777777777777778,129,3
Referral,2024-04-29 06:00:00,17,20,15,49.6,0.882352941176471,5.15,0.75,103,6
Direct,2024-04-06 04:00:00,16,21,6,77.0476190476191,0.375,4.14285714285714,0.285714285714286,87,4
Direct,2024-04-08 04:00:00,16,19,12,102.526315789474,0.75,3.52631578947368,0.631578947368421,67,4
Direct,2024-04-16 04:00:00,16,25,9,38.68,0.5625,3.48,0.36,87,4
Direct,2024-04-20 02:00:00,16,26,13,27.3846153846154,0.8125,4.15384615384615,0.5,108,2
Direct,2024-04-20 06:00:00,16,18,8,35.6111111111111,0.5,4.11111111111111,0.444444444444444,74,6
Direct,2024-04-22 04:00:00,16,21,10,59.1428571428571,0.625,5.0,0.476190476190476,105,4
Direct,2024-04-22 06:00:00,16,21,9,15.6666666666667,0.5625,3.28571428571429,0.428571428571429,69,6
Direct,2024-04-24 04:00:00,16,21,9,27.0,0.5625,4.14285714285714,0.428571428571429,87,4
Direct,2024-04-25 03:00:00,16,18,9,157.222222222222,0.5625,4.77777777777778,0.5,86,3
Direct,2024-04-25 04:00:00,16,19,10,48.7368421052632,0.625,3.73684210526316,0.526315789473684,71,4
Direct,2024-04-26 05:00:00,16,19,8,15.8947368421053,0.5,3.63157894736842,0.421052631578947,69,5
Direct,2024-04-30 06:00:00,16,22,8,37.1818181818182,0.5,3.54545454545455,0.363636363636364,78,6
Organic Search,2024-04-07 09:00:00,16,25,9,34.84,0.5625,3.48,0.36,87,9
Organic Search,2024-04-15 04:00:00,16,22,12,48.7727272727273,0.75,3.13636363636364,0.545454545454545,69,4
Organic Search,2024-04-18 04:00:00,16,16,8,15.375,0.5,4.125,0.5,66,4
Organic Search,2024-04-20 03:00:00,16,20,11,157.3,0.6875,4.0,0.55,80,3
Organic Search,2024-04-24 03:00:00,16,18,13,18.6666666666667,0.8125,3.33333333333333,0.722222222222222,60,3
Organic Search,2024-04-25 03:00:00,16,20,13,61.4,0.8125,6.0,0.65,120,3
Organic Search,2024-04-28 08:00:00,16,17,11,49.4117647058824,0.6875,4.47058823529412,0.647058823529412,76,8
Organic Search,2024-04-30 05:00:00,16,18,10,13.3888888888889,0.625,3.16666666666667,0.555555555555556,57,5
Organic Social,2024-04-13 05:00:00,16,18,12,20.4444444444444,0.75,3.88888888888889,0.666666666666667,70,5
Organic Social,2024-04-27 04:00:00,16,24,10,34.375,0.625,4.75,0.416666666666667,114,4
Referral,2024-04-06 05:00:00,16,18,10,54.0,0.625,3.6666666666666705,0.555555555555556,66,5
Referral,2024-04-07 02:00:00,16,19,13,42.7368421052632,0.8125,4.0,0.68421052631579,76,2
Referral,2024-04-08 04:00:00,16,19,13,499.94736842105294,0.8125,5.73684210526316,0.68421052631579,109,4
Referral,2024-04-08 05:00:00,16,18,12,108.611111111111,0.75,5.88888888888889,0.666666666666667,106,5
Referral,2024-04-09 05:00:00,16,17,13,62.1764705882353,0.8125,5.88235294117647,0.764705882352941,100,5
Referral,2024-04-11 04:00:00,16,18,11,79.4444444444444,0.6875,3.8333333333333295,0.611111111111111,69,4
Referral,2024-04-12 04:00:00,16,22,12,95.5,0.75,4.272727272727271,0.545454545454545,94,4
Referral,2024-04-12 05:00:00,16,20,11,60.65,0.6875,4.2,0.55,84,5
Referral,2024-04-13 03:00:00,16,18,10,18.1666666666667,0.625,3.55555555555556,0.555555555555556,64,3
Referral,2024-04-13 05:00:00,16,19,12,55.7894736842105,0.75,3.6842105263157903,0.631578947368421,70,5
Referral,2024-04-15 06:00:00,16,18,13,141.055555555556,0.8125,5.61111111111111,0.722222222222222,101,6
Referral,2024-04-17 06:00:00,16,20,13,95.75,0.8125,7.45,0.65,149,6
Referral,2024-04-21 06:00:00,16,18,14,88.5,0.875,6.33333333333333,0.777777777777778,114,6
Referral,2024-04-22 03:00:00,16,20,13,75.95,0.8125,4.1,0.65,82,3
Referral,2024-04-22 07:00:00,16,19,10,59.1052631578947,0.625,4.52631578947368,0.526315789473684,86,7
Referral,2024-04-25 04:00:00,16,17,11,64.5882352941177,0.6875,4.58823529411765,0.647058823529412,78,4
Referral,2024-04-28 07:00:00,16,17,15,48.5882352941176,0.9375,5.0,0.882352941176471,85,7
Referral,2024-04-29 03:00:00,16,18,10,189.777777777778,0.625,5.38888888888889,0.555555555555556,97,3
Referral,2024-04-30 05:00:00,16,19,14,54.8947368421053,0.875,4.789473684210529,0.736842105263158,91,5
Direct,2024-04-07 06:00:00,15,20,9,28.35,0.6,3.8,0.45,76,6
Direct,2024-04-07 07:00:00,15,20,9,30.05,0.6,4.45,0.45,89,7
Direct,2024-04-08 06:00:00,15,22,8,25.0,0.533333333333333,3.31818181818182,0.363636363636364,73,6
Direct,2024-04-21 03:00:00,15,21,7,20.7619047619048,0.466666666666667,3.14285714285714,0.333333333333333,66,3
Direct,2024-04-23 02:00:00,15,25,7,32.4,0.466666666666667,4.2,0.28,105,2
Direct,2024-05-01 02:00:00,15,23,7,36.9130434782609,0.466666666666667,4.17391304347826,0.304347826086957,96,2
Direct,2024-05-01 03:00:00,15,22,9,38.9545454545455,0.6,3.72727272727273,0.409090909090909,82,3
Organic Search,2024-04-06 05:00:00,15,18,10,16.8333333333333,0.666666666666667,2.88888888888889,0.555555555555556,52,5
Organic Search,2024-04-08 05:00:00,15,16,12,20.375,0.8,3.8125,0.75,61,5
Organic Search,2024-04-13 04:00:00,15,18,11,34.6666666666667,0.733333333333333,4.94444444444445,0.611111111111111,89,4
Organic Search,2024-04-17 04:00:00,15,18,11,31.1111111111111,0.733333333333333,2.83333333333333,0.611111111111111,51,4
Organic Search,2024-04-17 05:00:00,15,23,13,26.1304347826087,0.866666666666667,3.39130434782609,0.565217391304348,78,5
Organic Search,2024-04-21 04:00:00,15,17,14,36.8235294117647,0.933333333333333,5.88235294117647,0.823529411764706,100,4
Organic Search,2024-04-23 03:00:00,15,18,11,23.6111111111111,0.733333333333333,3.16666666666667,0.611111111111111,57,3
Organic Search,2024-04-25 04:00:00,15,16,10,17.8125,0.666666666666667,3.1875,0.625,51,4
Organic Search,2024-04-29 04:00:00,15,16,11,97.625,0.733333333333333,7.0625,0.6875,113,4
Organic Search,2024-04-30 04:00:00,15,19,11,24.2631578947368,0.733333333333333,3.42105263157895,0.578947368421053,65,4
Referral,2024-04-07 08:00:00,15,17,14,134.058823529412,0.933333333333333,6.52941176470588,0.823529411764706,111,8
Referral,2024-04-11 06:00:00,15,17,10,34.3529411764706,0.666666666666667,4.47058823529412,0.588235294117647,76,6
Referral,2024-04-14 03:00:00,15,19,10,49.2105263157895,0.666666666666667,3.78947368421053,0.526315789473684,72,3
Referral,2024-04-17 04:00:00,15,19,10,32.4736842105263,0.666666666666667,3.42105263157895,0.526315789473684,65,4
Referral,2024-04-19 04:00:00,15,16,9,39.0625,0.6,3.625,0.5625,58,4
Referral,2024-04-21 04:00:00,15,19,12,45.7368421052632,0.8,6.05263157894737,0.631578947368421,115,4
Referral,2024-04-22 04:00:00,15,19,8,90.5789473684211,0.533333333333333,4.52631578947368,0.421052631578947,86,4
Referral,2024-04-22 05:00:00,15,15,9,41.1333333333333,0.6,4.53333333333333,0.6,68,5
Referral,2024-04-24 04:00:00,15,22,12,89.9545454545455,0.8,6.04545454545455,0.545454545454545,133,4
Referral,2024-04-24 05:00:00,15,16,12,204.1875,0.8,10.375,0.75,166,5
Referral,2024-04-25 06:00:00,15,18,13,118.555555555556,0.866666666666667,5.61111111111111,0.722222222222222,101,6
Referral,2024-04-30 02:00:00,15,23,14,86.7391304347826,0.933333333333333,4.04347826086957,0.608695652173913,93,2
Referral,2024-04-30 03:00:00,15,19,12,103.631578947368,0.8,5.0,0.631578947368421,95,3
Referral,2024-05-01 05:00:00,15,18,8,104.666666666667,0.533333333333333,4.38888888888889,0.444444444444444,79,5
Referral,2024-05-03 03:00:00,15,23,10,40.4782608695652,0.666666666666667,4.69565217391304,0.434782608695652,108,3
Direct,2024-04-11 03:00:00,14,23,6,5.82608695652174,0.428571428571429,3.52173913043478,0.260869565217391,81,3
Direct,2024-04-19 05:00:00,14,19,7,41.8947368421053,0.5,3.57894736842105,0.368421052631579,68,5
Direct,2024-04-20 03:00:00,14,18,10,52.2777777777778,0.714285714285714,4.27777777777778,0.555555555555556,77,3
Direct,2024-04-21 05:00:00,14,18,10,28.5,0.714285714285714,2.83333333333333,0.555555555555556,51,5
Direct,2024-04-26 04:00:00,14,20,8,7.9,0.571428571428571,4.5,0.4,90,4
Direct,2024-05-01 06:00:00,14,16,12,21.4375,0.857142857142857,3.8125,0.75,61,6
Organic Search,2024-04-07 06:00:00,14,16,7,25.1875,0.5,3.375,0.4375,54,6
Organic Search,2024-04-09 04:00:00,14,18,11,69.1666666666667,0.785714285714286,6.22222222222222,0.611111111111111,112,4
Organic Search,2024-04-12 03:00:00,14,18,11,38.88888888888889,0.785714285714286,3.88888888888889,0.611111111111111,70,3
Organic Search,2024-04-22 04:00:00,14,19,12,20.1052631578947,0.857142857142857,3.31578947368421,0.631578947368421,63,4
Organic Search,2024-04-22 05:00:00,14,16,10,150.125,0.714285714285714,3.3125,0.625,53,5
Organic Search,2024-04-26 06:00:00,14,18,6,21.0555555555556,0.428571428571429,3.16666666666667,0.333333333333333,57,6
Organic Search,2024-04-27 04:00:00,14,18,11,55.16666666666671,0.785714285714286,6.38888888888889,0.611111111111111,115,4
Organic Search,2024-04-27 05:00:00,14,17,8,37.2941176470588,0.571428571428571,5.05882352941176,0.470588235294118,86,5
Organic Search,2024-04-28 03:00:00,14,17,8,50.2352941176471,0.571428571428571,3.70588235294118,0.470588235294118,63,3
Organic Search,2024-05-01 03:00:00,14,15,8,27.1333333333333,0.571428571428571,3.06666666666667,0.533333333333333,46,3
Organic Search,2024-05-01 08:00:00,14,17,11,40.4117647058824,0.785714285714286,3.94117647058824,0.647058823529412,67,8
Organic Search,2024-05-02 02:00:00,14,22,9,8.59090909090909,0.642857142857143,4.13636363636364,0.409090909090909,91,2
Referral,2024-04-07 06:00:00,14,14,7,30.3571428571429,0.5,4.07142857142857,0.5,57,6
Referral,2024-04-09 04:00:00,14,16,8,27.75,0.571428571428571,5.0,0.5,80,4
Referral,2024-04-10 03:00:00,14,18,9,51.83333333333329,0.642857142857143,3.77777777777778,0.5,68,3
Referral,2024-04-10 05:00:00,14,17,10,125.705882352941,0.714285714285714,7.58823529411765,0.588235294117647,129,5
Referral,2024-04-14 02:00:00,14,18,11,172.722222222222,0.785714285714286,4.72222222222222,0.611111111111111,85,2
Referral,2024-04-14 07:00:00,14,17,13,30.1176470588235,0.928571428571429,4.11764705882353,0.764705882352941,70,7
Referral,2024-04-15 03:00:00,14,18,9,24.9444444444444,0.642857142857143,4.38888888888889,0.5,79,3
Referral,2024-04-15 07:00:00,14,16,13,56.9375,0.928571428571429,6.375,0.8125,102,7
Referral,2024-04-23 03:00:00,14,17,8,55.9411764705882,0.571428571428571,4.41176470588235,0.470588235294118,75,3
Referral,2024-04-23 06:00:00,14,20,12,49.9,0.857142857142857,7.75,0.6,155,6
Referral,2024-04-28 08:00:00,14,19,12,65.3684210526316,0.857142857142857,5.57894736842105,0.631578947368421,106,8
Referral,2024-04-30 04:00:00,14,15,9,248.0,0.642857142857143,7.0,0.6,105,4
Referral,2024-05-01 02:00:00,14,17,11,64.5882352941177,0.785714285714286,8.29411764705882,0.647058823529412,141,2
Referral,2024-05-03 06:00:00,14,17,12,58.2352941176471,0.857142857142857,4.52941176470588,0.705882352941177,77,6
Direct,2024-04-07 03:00:00,13,16,6,20.125,0.461538461538462,4.1875,0.375,67,3
Direct,2024-04-29 05:00:00,13,18,6,54.38888888888889,0.461538461538462,3.33333333333333,0.333333333333333,60,5
Direct,2024-04-30 03:00:00,13,20,4,26.1,0.307692307692308,4.6,0.2,92,3
Organic Search,2024-04-06 06:00:00,13,16,9,141.4375,0.692307692307692,4.375,0.5625,70,6
Organic Search,2024-04-07 07:00:00,13,19,11,26.0526315789474,0.846153846153846,3.21052631578947,0.578947368421053,61,7
Organic Search,2024-04-10 05:00:00,13,16,7,33.875,0.538461538461538,3.5625,0.4375,57,5
Organic Search,2024-04-14 06:00:00,13,15,8,22.2,0.615384615384615,3.46666666666667,0.533333333333333,52,6
Organic Search,2024-04-27 06:00:00,13,18,7,13.2222222222222,0.538461538461538,3.5,0.388888888888889,63,6
Organic Search,2024-04-29 03:00:00,13,15,7,7.06666666666667,0.538461538461538,2.86666666666667,0.466666666666667,43,3
Organic Search,2024-05-01 06:00:00,13,15,10,35.6,0.769230769230769,3.26666666666667,0.666666666666667,49,6
Organic Social,2024-04-27 05:00:00,13,15,11,43.0666666666667,0.846153846153846,5.0,0.733333333333333,75,5
Referral,2024-04-06 03:00:00,13,15,11,144.466666666667,0.846153846153846,9.6,0.733333333333333,144,3
Referral,2024-04-07 03:00:00,13,14,11,122.357142857143,0.846153846153846,5.35714285714286,0.785714285714286,75,3
Referral,2024-04-07 05:00:00,13,16,10,57.75,0.769230769230769,6.0625,0.625,97,5
Referral,2024-04-16 05:00:00,13,17,11,19.4705882352941,0.846153846153846,3.94117647058824,0.647058823529412,67,5
Referral,2024-04-19 05:00:00,13,15,8,48.5333333333333,0.615384615384615,5.2,0.533333333333333,78,5
Referral,2024-04-25 05:00:00,13,14,13,75.5,1.0,3.9285714285714306,0.928571428571429,55,5
Direct,2024-04-14 06:00:00,12,14,5,6.42857142857143,0.416666666666667,3.57142857142857,0.357142857142857,50,6
Direct,2024-04-20 08:00:00,12,20,8,29.45,0.666666666666667,3.5,0.4,70,8
Direct,2024-04-27 04:00:00,12,14,4,12.3571428571429,0.333333333333333,3.5,0.285714285714286,49,4
Direct,2024-05-01 05:00:00,12,15,8,156.0,0.666666666666667,6.46666666666667,0.533333333333333,97,5
Direct,2024-05-03 05:00:00,12,14,5,10.3571428571429,0.416666666666667,3.7142857142857104,0.357142857142857,52,5
Organic Search,2024-04-08 04:00:00,12,14,8,16.8571428571429,0.666666666666667,3.7142857142857104,0.571428571428571,52,4
Organic Search,2024-04-11 04:00:00,12,14,8,54.5714285714286,0.666666666666667,3.57142857142857,0.571428571428571,50,4
Organic Search,2024-04-16 03:00:00,12,16,10,27.875,0.833333333333333,4.125,0.625,66,3
Organic Search,2024-04-23 05:00:00,12,15,6,25.7333333333333,0.5,4.0,0.4,60,5
Organic Search,2024-04-26 03:00:00,12,15,9,50.4,0.75,5.46666666666667,0.6,82,3
Organic Search,2024-04-26 05:00:00,12,14,7,39.1428571428571,0.583333333333333,3.14285714285714,0.5,44,5
Organic Search,2024-05-02 04:00:00,12,14,8,44.0714285714286,0.666666666666667,3.7142857142857104,0.571428571428571,52,4
Referral,2024-04-08 06:00:00,12,16,7,30.9375,0.583333333333333,3.8125,0.4375,61,6
Referral,2024-04-14 08:00:00,12,16,9,67.8125,0.75,6.375,0.5625,102,8
Referral,2024-04-15 05:00:00,12,16,12,152.75,1.0,4.6875,0.75,75,5
Referral,2024-04-16 04:00:00,12,13,9,43.9230769230769,0.75,6.69230769230769,0.692307692307692,87,4
Referral,2024-04-23 04:00:00,12,18,9,1168.0,0.75,5.11111111111111,0.5,92,4
Referral,2024-04-27 05:00:00,12,15,10,86.4,0.833333333333333,9.73333333333333,0.666666666666667,146,5
Referral,2024-04-29 05:00:00,12,14,11,130.571428571429,0.916666666666667,4.21428571428571,0.785714285714286,59,5
Referral,2024-05-03 05:00:00,12,13,4,62.0,0.333333333333333,3.6923076923076894,0.307692307692308,48,5
Direct,2024-04-07 05:00:00,11,16,5,18.9375,0.454545454545455,3.0,0.3125,48,5
Direct,2024-04-08 02:00:00,11,18,3,20.2222222222222,0.272727272727273,3.11111111111111,0.166666666666667,56,2
Direct,2024-04-16 03:00:00,11,18,6,5.83333333333333,0.545454545454545,3.05555555555556,0.333333333333333,55,3
Direct,2024-04-27 05:00:00,11,16,2,9.625,0.181818181818182,3.125,0.125,50,5
Direct,2024-04-28 06:00:00,11,15,5,5.46666666666667,0.454545454545455,2.66666666666667,0.333333333333333,40,6
Direct,2024-04-29 04:00:00,11,17,6,59.3529411764706,0.545454545454545,3.8823529411764706,0.352941176470588,66,4
Organic Search,2024-04-13 03:00:00,11,16,7,34.6875,0.636363636363636,3.125,0.4375,50,3
Organic Search,2024-04-14 05:00:00,11,15,10,23.0666666666667,0.909090909090909,3.0,0.666666666666667,45,5
Organic Search,2024-04-20 05:00:00,11,14,9,19.0714285714286,0.818181818181818,3.7142857142857104,0.642857142857143,52,5
Organic Search,2024-04-21 05:00:00,11,14,6,20.2142857142857,0.545454545454545,4.07142857142857,0.428571428571429,57,5
Organic Search,2024-04-27 03:00:00,11,15,9,24.8666666666667,0.818181818181818,3.13333333333333,0.6,47,3
Referral,2024-04-11 03:00:00,11,15,6,91.7333333333333,0.545454545454545,5.4,0.4,81,3
Referral,2024-04-20 06:00:00,11,11,8,153.272727272727,0.727272727272727,9.54545454545455,0.727272727272727,105,6
Referral,2024-04-21 05:00:00,11,12,8,58.83333333333329,0.727272727272727,5.25,0.666666666666667,63,5
Referral,2024-04-26 05:00:00,11,14,10,52.214285714285694,0.909090909090909,6.07142857142857,0.714285714285714,85,5
Referral,2024-04-27 06:00:00,11,12,11,201.0,1.0,10.8333333333333,0.916666666666667,130,6
Organic Search,2024-04-06 04:00:00,10,11,7,50.0909090909091,0.7,4.18181818181818,0.636363636363636,46,4
Organic Search,2024-04-11 05:00:00,10,12,7,44.33333333333329,0.7,4.33333333333333,0.583333333333333,52,5
Organic Search,2024-04-20 04:00:00,10,15,6,22.0666666666667,0.6,2.86666666666667,0.4,43,4
Organic Search,2024-04-24 04:00:00,10,14,9,6.5,0.9,3.5,0.642857142857143,49,4
Referral,2024-04-15 04:00:00,10,15,8,75.7333333333333,0.8,5.26666666666667,0.533333333333333,79,4
Referral,2024-04-19 06:00:00,10,12,8,44.83333333333329,0.8,4.83333333333333,0.666666666666667,58,6
Referral,2024-04-23 05:00:00,10,11,5,20.8181818181818,0.5,4.81818181818182,0.454545454545455,53,5
Referral,2024-04-28 03:00:00,10,10,9,54.5,0.9,7.0,0.9,70,3
Referral,2024-04-28 05:00:00,10,13,8,57.1538461538462,0.8,4.69230769230769,0.615384615384615,61,5
Organic Search,2024-04-15 05:00:00,9,10,7,46.0,0.777777777777778,11.5,0.7,115,5
Organic Search,2024-04-21 03:00:00,9,14,5,11.7142857142857,0.555555555555556,3.07142857142857,0.357142857142857,43,3
Referral,2024-04-07 04:00:00,9,14,7,54.0,0.777777777777778,3.85714285714286,0.5,54,4
Referral,2024-04-11 05:00:00,9,14,7,121.571428571429,0.777777777777778,5.14285714285714,0.5,72,5
Referral,2024-04-14 04:00:00,9,12,7,47.16666666666671,0.777777777777778,5.08333333333333,0.583333333333333,61,4
Referral,2024-04-14 06:00:00,9,11,8,30.2727272727273,0.888888888888889,6.63636363636364,0.727272727272727,73,6
